,author,life,title,width,height,wall,position,image_path
1673,Lawrence sir thomas, (1769-1830). ,portrait de lord whitworth ambassadeur d'angleterre en france en 1802 vice roi d'irlande etc a,,,,II,
1674,Lawrence sir thomas, (1769-1830). ,portrait de mme ducrest de villeneuve née sophie duvaucel dessin rehaussé reproduit,,,,A,
1675,Lawrence sir thomas, (1769-1830). ,portrait de mr john julius angerstein et de sa femme,,,,A,
1676,Lawrence sir thomas, (1769-1830). ,portrait de mary palmer comtesse d'inchiquin,,,,A,
1677,Lawrence sir thomas, (1769-1830). ,portrait d'homme a,64.5,76.5,,II,data/images_paintings/1677.jpg
1678,Morland george, (1763-1804). ,la halte attribué,,,,A,
1679,Morland george, (1763-1804). ,intérieur d'écurie,88.0,67.5,,A,data/images_paintings/1679.jpg
1680,Mulready william, (1786-1863). ,l'abreuvoir,45.0,37.0,,A,data/images_paintings/1680.jpg
1681,Opie john, (1761-1807;. ,la femme en blanc attr a,,,,II,
1682,Reaburn sir henry, (1756-1823). ,portrait d'un invalide de la,,,,Marine,
1683,Reaburn sir henry, (1756-1823). ,portrait présumé d'hannah more a,,,,II,
1684,Reaburn sir henry, (1756-1823). ,portraits de mrs allan maconochie ofmeadowbank et d'un enfant attribué a,,,,II,
1685,Reaburn sir henry, (1756-1823). ,portrait du capitaine robert hay of spot,,,,A,
1686,Ramsay allan, (1713-1784). ,portrait de charlottesophie de mecklembourg strelitz princesse de galles,,,,A,
1687,Reynolds sir joshua, (I 723 - 1 792). ,portrait de femme attribué,,,,A,
1688,Reynolds sir joshua, (I 723 - 1 792). ,portrait de master hare francis george hare cnfant,,,,A,data/images_paintings/1688.jpg
1689,Romney, George.(1734-1802). ,portrait de sir john stanley,,,,A,
1690,Romney, George.(1734-1802). ,portrait de l'artiste a,80.0,106.0,,II,data/images_paintings/1690.jpg
1691,Russell john, (1745-1806). ,l'enfant aux cerises pastel reproduit,,,,A,
1692,Turner joseph mallord william, (1775-1851). ,le pont neuf à paris ecole de,,,,A,
1693,Turner joseph mallord william, (1775-1851). ,l'estuaire de la tamise et la medway attribué a,,,,II,
1694,Wilson richard, (171.1-1782). ,paysage attribué,,,,A,
1695,Arthois ou artois, (1613-1686). ,entrée d'un bois,,,,XX,
1696,Baellieur cornelis de, (1607-1671). ,une galerie d'objets d'art en 1637,,,,XXXIV,data/images_paintings/1696.jpg
1697,Benson ambroise, (travaillait vers 1519-1545). ,le concert après le repas ecole de,,,,XXXI,
1698,Bloemen jan frans van, (1662-1740 ou 1748). ,paysage,34.0,27.8,,XXXIV,data/images_paintings/1698.jpg
1699,Boucquet victor, ('1619-1677). ,le porte étendard d'une compagnie d'archers,,,N,VI tr E,
1700,Bouts dierick ou dirk, (entre 1410 et 1420-1475). ,la vierge et l'enfant école de,,,,XXIX,
1701,Bouts dierick ou dirk, (entre 1410 et 1420-1475). ,la vierge et l'enfant attribué,,,,XXIX,
1702,Bouts dierick ou dirk, (entre 1410 et 1420-1475). ,la déposition du christ,,,,XXIX,
1703,Brill paul, (1554-1626). ,paysage la chasse au daim autrefois attribué à mathys brill,,,N,IV,
1704,Brill paul, (1554-1626). ,paysage  la chasse au cerf autrefois attribué à mathys brill,,,N,IV,
1705,Brill paul, (1554-1626). ,paysage  la chasse aux canards,,,N,IV,
1706,Brill paul, (1554-1626). ,paysage diane et ses nymphes,,,N,IV,
1707,Brill paul, (1554-1626). ,paysage les pêcheurs,,,,XXXIV,
1708,Brill paul, (1554-1626). ,paysage pan et syrinx les figures sont attribuées à a carrache ou au josépin,,,,XXXIV,
1709,Brouwer ou brauwer adriaen, (1605 ou 1 606- 1638). ,intérieur de tabagie,29.0,22.0,,XXXIV,data/images_paintings/1709.jpg
1710,Bruegel ou brueghel peeter, 1528-1569). ,les mendiants de la «confrérie des ribauds»,,,,XXX,
1711,Bruegel ou brueghel peeter, 1528-1569). ,la parabole des aveugles d'après,,,,XXX,
1712,Bruegel ou brueghel peeter, 1528-1569). ,cour de ferme par une matinée d'hiver,,,,XXX,
1713,Brueghel jan, (1568-1625— ,la terre ou le paradis terrestre figures attribuées à hendrik van baleni,,,,XXXIV,
1714,Brueghel jan, (1568-1625— ,l'air ou l'optique,,,,XXXIV,
1715,Brueghel jan, (1568-1625). ,la bataille d'arbelles,,,,XXXIV,
1716,Brueghel jan, (1568-1625). ,vue de tivoli attribué,,,,XXXIV,
1717,Brueghel jan, (1568-1625). ,la rencontre près du moulin attribué ,,,,XXXIV,
1718,Brueghel jan, (1568-1625). ,le débarquement,20.0,14.0,,XXXIV,data/images_paintings/1718.jpg
1719,Brueghel jan, (1568-1625). ,le pont de talavera,28.0,20.5,,XXXV,data/images_paintings/1719.jpg
1720,Brueghel jan, (1568-1625). ,le paysage au moulin à vent,,,,XXXV,
1721,Champaigne philippe de, 1602-1671 - ,le repas chez simon le pharisien,399.0,292.0,S,VI tr E,data/images_paintings/1721.jpg
1722,Champaigne philippe de, (1602-1674). ,l'apôtre saint philippe,89.0,117.0,,XII,data/images_paintings/1722.jpg
1723,Champaigne philippe de, (1602-1674). ,portrait de la mère catherine agnès arnaud et de sœur catherine de sainte suzanne fille de philippe de champaigne,,,S,XIV,
1724,Champaigne philippe de, (1602-1674). ,louis xiii couronné par la victoire,175.0,228.5,O,XIV,data/images_paintings/1724.jpg
1725,Champaigne philippe de, (1602-1674). ,portrait en pied du cardinal de richelieu,,,O,XIV,
1726,Champaigne philippe de, (1602-1674). ,portrait d'homme peut être arnaud de luzancy,,,,XII,
1727,Champaigne philippe de, (1602-1674). ,i ortrait de le maistre de sacy attribué,,,,XXXIV,
1728,Champaigne philippe de, (1602-1674). ,portrait d'homme peut être etienne delafons conseiller d'etat,,,,XII,
1729,Champaigne philippe de, (1602-1674). ,portrait présumé de la fille de l'artiste,,,,XII,
1730,Champaigne philippe de, (1602-1674). ,portrait d'une jeune fille de cinq à six ans,,,,XII,
1731,Champaigne philippe de, (1602-1674). ,portrait de femme inconnue,,,,XII,
1732,Champaigne philippe de, (1602-1674). ,portraits dits de françois mansard et de claude perrault architectes,,,,XII,
1733,Champaigne philippe de, (1602-1674). ,le prévôt des marchands jérôme le féron et les échevins de la ville de paris vers 1649,,,E,I,
1734,Champaigne philippe de, (1602-1674). ,portrait dit de jean antoine de mesme président à mortier au parlement de paris,,,E,I,
1735,Champaigne philippe de, (1602-1674). ,son portrait par lui même attribué peut être par jean baptiste de champaigne,,,,XII,
1736,Champaigne philippe de, (1602-1674). ,portrait supposé du duc de roannez,,,,XII,
1737,Champaigne philippe de, (1602-1674). ,portrait d'angélique arnauld abbesse de portroyal d'après,,,,XII,
1738,Champaigne philippe de, (1602-1674). ,portrait de louis xill attribué,,,,S de la Colonnade,
1739,Cocx ou coques gonzalès, (1618-1684). ,la famille,,,,Musée Charles X S III,
1740,Cossiers jan, 11600-1671). ,les fumeurs,,,,XVII,
1741,Crayer gaspar de, (1584-1669). ,saint augustin en extase,,,,XVII,
1742,David gérard, (vers 1460-1523). ,les noces de cana,128.0,100.0,,XXX,data/images_paintings/1742.jpg
1743,David gérard, (vers 1460-1523). ,triptyque la vierge et l'enfant jésus le donateur jan de sedano et son fils sous la protection de saint jean baptiste la femme du donateur accompagnée de saint jean l'evangéliste — revers  adam et eve xxix,,,,XXX,
1744,Diepenbeeck abraham van, (1596-1675). ,clélie passant le tibre et emmenant avec elle ses compagnes,,,,XXXIV,
1745,Duchâtel françois," (1625, ou peut-être 1616-1694, ou peut-être 1679). ",portrait d'un cavalier et de deux autres personnages,,,,XVII,
1746,Dyck anthonis van, (1599-1641). ,la vierge et l'enfant avec les trois repentants,,,,XVII,
1747,Dyck anthonis van, (1599-1641). ,la vierge aux donateurs,191.0,250.0,,XVII,data/images_paintings/1747.jpg
1748,Dyck anthonis van, (1599-1641). ,le christ pleuré par la vierge et par les anges,,,,XVII,
1749,Dyck anthonis van, (1599-1641). ,saint sébastien secouru par les anges,145.0,198.0,N,VI tr E,data/images_paintings/1749.jpg
1750,Dyck anthonis van, (1599-1641). ,vénus demandant à vulcain des armes pour enée,,,N,VI tr E,
1751,Dyck anthonis van, (i599-i64i). ,renaud et armide,109.0,133.0,,XVII,data/images_paintings/1751.jpg
1752,Dyck anthonis van, (1599-1641). ,portrait en buste de françois de moncade,,,S,VI tr E,
1753,Dyck anthonis van, (1599-1641). ,portraits d'un homme de qualité et de sa fille,,,,XVII,
1754,Dyck anthonis van, (1599-1641). ,portraits d'une dame et de sa fille,136.0,204.0,,XVII,data/images_paintings/1754.jpg
1755,Dyck anthonis van, (1599-1641). ,portrait du duc de richmond et lenox avec les attributs de pâris,,,,XVII,
1756,Dyck anthonis van, (1599-1641). ,le gentilhomme à l'épée ' ,92.0,113.7,S,VI tr E,data/images_paintings/1756.jpg
1757,Dyck anthonis van, (1599-1641). ,portrait d'homme au pourpoint entr'ouvert,,,,XVII,
1758,Dyck anthonis van, (1599-1641). ,portrait d'homme attribué,,,,XVII,
1759,Dyck anthonis van, (1599-1641). ,tête de vieillard ,40.0,51.5,,XXXV,data/images_paintings/1759.jpg
1760,Dyck anthonis van, (1599-1641). ,le martyre de saint sébastien,41.0,64.5,,XXXV,data/images_paintings/1760.jpg
1761,Dyck anthonis van, (1599-1641). ,portrait de femme peut être béatrice de cusance,,,,XXXV,
1762,Dyck anthonis van, (1599-1641). ,son portrait par lui même,,,S,VI tr E,data/images_paintings/1762.jpg
1763,Dyck anthonis van, (1599-1641). ,portrait d'homme iécole de,,,S,I,
1764,Dyck anthonis van, (1599-1641). ,portraits dits à tort de jean crusset richardot président du conseil privé des pays bas et de son fils peint par van dyck dans sa jeunesse ,,,S,VI tr E,
1765,Dyck anthonis van, (1599-1641). ,portraits de rubens et de van dyck,74.0,58.0,,Coll Schlichting,data/images_paintings/1765.jpg
1766,Dyck anthonis van, (1599-1641). ,portrait de sir john strode of parnham dorset attribué,,,,Coll Schlichting,
1767,Franck ou francken frans, i 1581-1642 — ,la parabole de l'enfant prodigue o,,,,XXXIV,
1768,Franck ou francken frans, i 1581-1642 — ,la passion    o,,,,XXXIV,
1769,Franck ou francken frans, i 1581-1642 — ,ulysse reconnaissant parmi les filles de lycomède achille déguisé en femme,,,,XXXIV,
1770,Fyt jan ou johannes, (161 r-i661 ). ,un chien dévorant du gibier,,,,XVII,
1771,Fyt jan ou johannes, (161 r-i661 ). ,gibier et attirail de chasse,,,,XXXV,
1772,Gysels peter, (1621-1690). ,l'hôtellerie de village attribué,,,,XXXIV,
1773,Gysels peter, (1621-1690). ,la ronde de paysans attribué,,,,XXXIV,
1774,Hemessen jan sanders, (vers 1504- entre 1555 et 1566). ,le jeune tobie rend la vue à son père xxx voir aussi monogrammiste du,,,,Musée de Brunswick,
1775,Huysmans cornélis, (16/18-1727). ,lisière de forêt paysans et chasseurs,,,,XVII,
1776,Huysmans cornélis, (16/18-1727). ,paysage,47.0,37.5,,XXXIV,data/images_paintings/1776.jpg
1777,Jordaens jacob, (1593-1678). ,jésus chassant les vendeurs du temple o,,,,XVII,
1778,Jordaens jacob, (1593-1678). ,le jugement dernier,300.0,391.0,,XXXV,data/images_paintings/1778.jpg
1779,Jordaens jacob, (1593-1678). ,les quatre évangélistes,118.0,134.0,N,VI tr E,data/images_paintings/1779.jpg
1780,Jordaens jacob, (1593-1678). ,jupiter enfant nourri par la chèvre amalthée,203.0,147.0,S,VI tr E,data/images_paintings/1780.jpg
1781,Jordaens jacob, (1593-1678). ,le roi boit,204.0,152.0,N,VI tr E,data/images_paintings/1781.jpg
1782,Lely pieter van der faes, (1618-1680). ,méléagre présentant à atalante la hure du sanglier de calydon,,,,XXVII,
1783,Maître des figures de femmes à mi corps, (travaillait vers 1540). ,jeune femme lisant,,,,XXXI,
1784,Maître de flémalle, (travaillait entre 1420 et 1460). ,la salutation angélique ecole du,,,,XXIX,
1785,Maître de la mort de marie, (première moitié du XV lme siècle). ,le christ descendu de la croix — saint françois d'assise recevant les stigniates,,,,Musée Charles X S III,data/images_paintings/1785.jpg
1786,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,memling hans vers 1430 1494,,,,Musée Charles X S III,
1787,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,la vierge et l'enfant jésus adorés par des donateurs dite «la vierge de jacques floreins»,,,,V,
1788,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,mariage mystique de sainte catherine d'alexandrie      ,,,,XXIX,data/images_paintings/1788.jpg
1789,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,donateur en prière sous la protection de saint j eanbaptiste  o,,,,XXIX,
1790,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,triptyque martyre de saint sébastien la résurrection du christ l'ascension,,,,XXIX,
1791,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,etude de tête,,,,XXIX,
1792,Memlig 22u2 lialtkt de flemallfc ëcole du, 2024-25 ,portrait de femme âgée volet droit d'un diptyque,,,,XXIX,
1793,Metsys massys ou matsys, (1466-1530). ,le prêteur et sa femme,,,,XXX,data/images_paintings/1793.jpg
1794,Metsys massys ou matsys, (1466-1530). ,la vierge et l'enfant jésus,,,,XXX,
1795,Metsys massys ou matsys, (1466-1530). ,le christ mort sur les genoux de la vierge attribué ,,,,XXX,
1796,Meulen adam frans van der, (1632-1690). ,défaite de l'armée espagnole près du canal de bruges août 1667,,,N,VI tr E,
1797,Meulen adam frans van der, (1632-1690). ,passage du rhin 12 juin i6y2't,,,N,VI tr E,
1798,Meulen adam frans van der, (1632-1690). ,arrivée du roi louis xiv au camp devant maëstricht en 1673,,,S,XIV,
1799,Meulen adam frans van der, (1632-1690). ,valenciennes prise d'assaut par louis xiv en 1677,,,S,XIV,
1800,Meulen adam frans van der, (1632-1690). ,vue du château de vincennes du côté du parc départ de louis xiv pour la chasse,,,N,VI tr E,
1801,Meulen adam frans van der, (1632-1690). ,combat de cavalerie au passage d'un pont,31.5,23.0,,XXXIV,data/images_paintings/1801.jpg
1802,Meulen adam frans van der, (1632-1690). ,combat de cavalerie près d'un pont,,,,XXXIV,
1803,Meulen adam frans van der, (1632-1690). ,convoi militaire escorté,,,,XXXIV,
1804,Meulen adam frans van der, (1632-1690). ,halte de cavaliers o,,,,XXXIV,
1805,Miel jan, (vers 1509-166.1). ,le mendiant,25.5,15.0,,XXXIV,data/images_paintings/1805.jpg
1806,Mol peeter van, (1599-1650). ,les apprêts de la mise au tombeau,,,N,VI tr E,
1807,Mol peeter van, (1599-1650). ,le jeune homme coiffé d'une mitre,,,,XXXV,
1808,Momper le jeune jodocus ou joos de, 11561-1635). ,paysage montagneux,156.0,135.0,,XXX,data/images_paintings/1808.jpg
1809,Neeffs peeter, (vers 1578-1650 ou 1656). ,intérieur d'église après l'office figures attribuées à d teniers,,,,XXXIV,
1810,Neeffs peeter, (vers 1578-1650 ou 1656). ,intérieur d'église,9.0,6.5,,Coll Thiers,data/images_paintings/1810.jpg
1811,Oost jacques van, (1601-1671). ,saint charles borromée communiant les pestiférés à milan en 1 576,,,,XIX,
1812,"Orley bernard ""d""", (vers 149:;- i S42). ,sainte famille,,,,XXX,
1813,Pourbus frans, (1=169 ou 15 70-1622). ,pierre camus évêque de belley montant à l'autel autrefois attribué à le nain,,,,XII,
1814,Pourbus frans, (1=169 ou 15 70-1622). ,la cène,370.0,287.0,S,VI tr E,data/images_paintings/1814.jpg
1815,Pourbus frans, (1=169 ou 15 70-1622). ,saint françois d'assise recevant les stigmates,162.0,227.0,N,VI tr E,data/images_paintings/1815.jpg
1816,Pourbus frans, (1=169 ou 15 70-1622). ,portrait d'henri iv roi de france en armure,,,,XII,
1817,Pourbus frans, (1=169 ou 15 70-1622). ,portrait d'henri iv roi de france,,,,XII,
1818,Pourbus frans, (1=169 ou 15 70-1622). ,portrait de marie de médicis reine de france,186.0,307.0,,XII,data/images_paintings/1818.jpg
1819,Pourbus frans, (1=169 ou 15 70-1622). ,portrait de guillaume du vair garde des sceaux de france sous louis xiii,,,,XII,
1820,Rubens petrus paulus," ( 1 =,77-1640). ",le festin des dieux ecole de autrefois attribué à jacob jordaens,,,E,I,
1821,Rubens petrus paulus," ( 1 =,77-1640). ",la famille de loth quittant sodomc,,,S,VI tr E,data/images_paintings/1821.jpg
1822,Rubens petrus paulus," ( 1 =,77-1640). ",le prophète elie dans le désert par rubens et ses élèves,,,N,VI tr E,
1823,Rubens petrus paulus," ( 1 =,77-1640). ",l'adoration des mages,,,N,VI tr E,
1824,Rubens petrus paulus  i, >77-16401. ,la vierge l'enfant jésus et un ange au milieu d'une guirlande de fleurs par rubens et jan brueghel,,,,XVII,
1825,Rubens petrus paulus  i, >77-16401. ,la fuite en egypte au clair de lune ecole de d'après une composition d'elsheimer,,,,XXXIV,
1826,Rubens petrus paulus  i, >77-16401. ,la résurrection de lazare o,,,,XXXIV,
1827,Rubens petrus paulus  i, >77-16401. ,le christ en croix,,,N,VI tr E,data/images_paintings/1827.jpg
1828,Rubens petrus paulus  i, >77-16401. ,le triomphe de la religion parrubens et sesélèves,,,S,VI tr E,
1829,Rubens petrus paulus  i, >77-16401. ,thomyris reine des scythes fait plonger la tête de cyrus dans un vase rempli de sang,,,S,VI tr E,
1830,Rubens petrus paulus  i, >77-16401. ,la destinée de marie de médicis,,,,XVIII,
1831,Rubens petrus paulus  i, >77-16401. ,naissance de marie de médicis,,,,XVII,
1832,Rubens petrus paulus, (1577-16401. ,education de marie de médiciso,,,,XVII,
1833,Rubens petrus paulus, (1577-16401. ,henri iv reçoit le portrait de marie de médicis,,,,XVIII,
1834,Rubens petrus paulus, (1577-16401. ,mariage de marie de médicis avec henri iv,,,,XVIII,
1835,Rubens petrus paulus, (1577-16401. ,débarquement de marie de médicis au port de marseille le 3 novembre 1600 o,,,,XVIII,
1836,Rubens petrus paulus, (1577-16401. ,allégorie sur le mariage de henri iv avec marie de médicis accompli à lyon le 17 décembre 1600 o o,,,,XVIII,
1837,Rubens petrus paulus, (1577-16401. ,naissance de louis xiii à fontainebleau le 27 septembre 1601 o o o,,,,XVIII,data/images_paintings/1837.jpg
1838,Rubens petrus paulus, (1577-1640). ,couronnement de marie de médicis à saint denis 13 mai ibio,,,,XVIII,
1839,Rubens petrus paulus, (1577-1640). ,apothéose de henri iv régence de marie de médicis       ,,,,XVIII,
1840,Rubens petrus paulus, (1577-1640). ,bienfaits du gouvernement de la reine,,,,XVII,
1841,Rubens petrus paulus, (1577-1640). ,voyage de marie de médicis au pont de cé en anjou o o o o,,,,XVIII,
1842,Rubens petrus paulus, (1577-1640). ,echange des deux princesses sur la rivière de hendaye le 9 novembre 1615,,,,XVIII,
1843,Rubens petrus paulus, (1577-1640). ,félicité de la régence,,,,XVIII,
1844,Rubens petrus paulus, (1577-1640). ,majorité de louis xiii,,,,XVIII,
1845,Rubens petrus paulus, (1577-1640). ,la reine s'enfuit du château de blois dans la a nuiti'du 21 au 22 février 1619,,,,XVIII,
1846,Rubens petrus paulus, (1^77-1640). ,réconciliation de marie de médicis avec son fils,,,,XVIII,
1847,Rubens petrus paulus, (1^77-1640). ,la conclusion de la paix 50 avril 1619,,,,XVIII,
1848,Rubens petrus paulus, (1^77-1640). ,entrevue de marie de médicis et de son fils,,,,XVIII,
1849,Rubens petrus paulus, (1^77-1640). ,le triomphe de la vérité,,,,XVIII,
1850,Rubens petrus paulus, (1^77-1640). ,portrait de françois de médicis grand duc de toscane père de marie de médicis,,,,XVII,
1851,Rubens petrus paulus, (1^77-1640). ,portrait de jeanne d'autriche grande duchesse de toscane mère de marie de médicis,,,,XVII,
1852,Rubens petrus paulus, (1577-1640). ,portrait de marie de médicis sous les traits de la france ecole de,,,,XXXV,
1853,Rubens petrus paulus, (1577-1640). ,le triomphe de la vérité et les parques filant la destinée de marie de médicis esquisse des deux compositions de la,,,S,Galerie du Luxembourg,
1854,Rubens petrus paulus, (1577-1640). ,portrait du baron henri de vicq ambassadeur des pays bas à la cour de france,,,S,VI tr E,
1855,Rubens petrus paulus, (1577-1640). ,portrait d'anne d'autriche reine de france faussement désigné autrefois sous le nom d'elisabeth de france fille de henri iv,,,N,VI tr E,data/images_paintings/1855.jpg
1856,Rubens petrus paulus, (1577-1640). ,portrait d'hélène fourment seconde femme de rubens avec son fils françois et sa fille claire jeanne       ,,,S,VI tr E,
1857,Rubens petrus paulus, (1577-1640). ,portrait de suzanne fourment sœur de la seconde femme de rubens     o,,,S,VI tr E,
1858,Rubens petrus paulus, (1577-1640). ,la kermesse,,,S,VI tr E,data/images_paintings/1858.jpg
1859,Rubens petrus paulus, (1577-1640). ,tournoi près des fossés d'un château o,,,S,VI tr E,
1860,Rubens petrus paulus, (1577-1640). ,le paysage à l'oiseleur,,,N,VI tr E,
1861,Rubens petrus paulus, (1577-1640). ,le paysage à l'arc en ciel et au joueur de flûte,,,,XVII,
1862,Rubens petrus paulus, (1577-1640). ,paysage avec les ruines du mont palatin,,,,XXXV,
1863,Rubens petrus paulus, (1577-1640). ,le sacrifice d'abraham o,,,,XXXV,
1864,Rubens petrus paulus, (1577-1640). ,mekhisëdecetabraham,,,,XXXV,
1865,Rubens petrus paulus, (1577-1640). ,l'élévation en croix ,,,,XXXV,
1866,Rubens petrus paulus, (1577-1640). ,le couronnement de la vierge,,,,XXXV,
1867,Rubens petrus paulus, (1577-1640). ,job tourmenté par les démons     ,,,O,I,
1868,Rubens petrus paulus, (1577-1640). ,génie volant et couronnant la religion etude pour le plafond de whilehall à londres,,,,XXXV,
1869,Rubens petrus paulus, (1577-1640). ,tête d'étude pour la figure du saint georges dans intercession des sai nts» du musée de lyon    ,,,,XXXV,
1870,Rubens petrus paulus, (1577-1640). ,buste de vieillard attribué,,,,XXXV,
1871,Rubens petrus paulus, (1577-1640). ,diogène cherchant un homme ecole de,,,,XVII,
1872,Rubens petrus paulus, (1577-1640). ,le paysage au puits et à l'abreuvoir effet de ' soleil couchant,,,,XXXIV,
1873,Rubens petrus paulus, (1577-1640). ,portrait de femme jouant du luth ecole de,,,,XXXV,
1874,Rubens petrus paulus, (1577-1640). ,le sommeil de diane ecole de,,,,XXXV,
1875,Rubens petrus paulus, (1577-1640). ,la naissance d'un prince ecole de,,,E,I,
1876,Rubens petrus paulus, (1577-1640). ,ixion trompé par junon,,,,Coll Schlichting,
1877,Rubens petrus paulus, (1577-1640). ,portrait présumé de suzanne fourment sœur de lafseconde femme de rubens,,,,Coll Schlichting,
1878,Ryckaert david, (1612-1661). ,l'atelier présumé du père de l'artiste david ryckaërt ii,,,N,VI tr E,
1879,Siberechts jan, (1627-1703). ,la toilette rustique au bord de l'eau,,,,XXXIV,
1880,Snyders frans, (1579-1657). ,les marchands de poissons attribué,,,N,VI tr E,
1881,Snyders frans, (1579-1657). ,les chiens dans le garde manger,,,N,VI tr E,
1882,Snyders frans, (1579-1657). ,fruits et animaux o,,,,XVII,
1883,Snyders frans, (1579-1657). ,la marchande de gibier,187.0,221.0,O,I,data/images_paintings/1883.jpg
1884,Sustermans ou suttermans joost ou justus, (1507- 1681 ). ,portrait du jeune léopold de médicis  ,,,S,I,
1885,Sustermans ou suttermans joost ou justus, (1507- 1681 ). ,portrait de ferdinand il de médicis grand duc de toscane,,,,Coll Schlichting,
1886,Teayers david, (1610-1600). ,saint pierre renie jésus christ o,,,,XXXIV,
1887,Teniers david, (IÔIO-I6QO). ,la fête de village grand exemplaire,,,N,VI tr E,
1888,Teniers david, (IÔIO-I6QO). ,un cabaret près d'une rivière,,,,XXXIV,
1889,Teniers david, (IÔIO-I6QO). ,la danse au son d'une cornemuse petit exemphire,,,,XXXIV,
1890,Teniers david, (IÔIO-I6QO). ,la partie de cartes dans une hôtellerie o,,,,XXXIV,
1891,Teniers david, (IÔIO-I6QO). ,intérieur de cabaret,77.5,57.5,,XVII,data/images_paintings/1891.jpg
1892,Teniers david, (IÔIO-I6QO). ,les joueurs de hoquet,69.5,47.0,,XXXIV,data/images_paintings/1892.jpg
1893,Teniers david, (IÔIO-I6QO). ,le tête à tête épié attribué,,,,XXXIV,
1894,Teniers david, (IÔIO-I6QO). ,l'arrivée d'une récolte de légumes et de fruits,,,,XXXIV,
1895,Teniers david, (IÔIO-I6QO). ,l'archiduc léopold à la chasse au héron,,,N,VI tr E,
1896,Teniers david, (IÔIO-I6QO). ,le fumeur,16.0,21.5,,XXXIV,data/images_paintings/1896.jpg
1897,Teniers david, (IÔIO-I6QO). ,le rémouleur o,,,,XXXIV,
1898,Teniers david, (IÔIO-I6QO). ,le joueur de cornemuse,23.5,29.0,,XXXIV,data/images_paintings/1898.jpg
1899,Teniers david, (IÔIO-I6QO). ,les bulles de savon o o,,,,XXXIV,
1900,Teniers david, (IÔIO-I6QO). ,la fête villageoise,,,,XXXV,
1901,Teniers david, (IÔIO-I6QO). ,le duo petit exemplaire,,,,XXXV,
1902,Teniers david, (IÔIO-I6QO). ,le fumeur accoudé,30.5,39.0,,XXXV,data/images_paintings/1902.jpg
1903,Teniers david, (IÔIO-I6QO). ,le duo grand exemplaire,,,,XXXV,
1904,Teniers david, (IÔIO-I6QO). ,la danse au son d'une cornemuse grand exemplaire,,,,XXXV,
1905,Teniers david, (IÔIO-I6QO). ,les trois fumeurs,,,,XXXV,
1906,Teniers david, (IÔIO-I6QO). ,tentation de saint antoine par l'ivresse petit exemplaire,,,,XXXV,
1907,Teniers david, (IÔIO-I6QO). ,le fumeur au tonneau,17.5,22.0,,XXXV,data/images_paintings/1907.jpg
1908,Teniers david, (IÔIO-I6QO). ,le joueur de guitare,13.3,19.3,,XXXV,data/images_paintings/1908.jpg
1909,Teniers david, (IÔIO-I6QO). ,le quêteur,22.0,29.5,,XXXV,data/images_paintings/1909.jpg
1910,Teniers david, (IÔIO-I6QO). ,les joueurs de boule,23.0,17.5,,XXXV,data/images_paintings/1910.jpg
1911,Teniers david, (IÔIO-I6QO). ,buveur et fumeur,17.0,22.5,,XXXV,data/images_paintings/1911.jpg
1912,Teniers david, (IÔIO-I6QO). ,l'été o,,,,XXXV,
1913,Teniers david, (IÔIO-I6QO). ,l'hiver      ,83.5,63.0,,XXXV,data/images_paintings/1913.jpg
1914,Teniers david, (IÔIO-I6QO). ,le ramoneur,,,,XXXV,
1915,Thulden theodor van, ( 1606- probablement 1676). ,portrait équestre de ferdinand infant d'espagne archiduc d'autriche gouverneur des pays bas surnommé le cardinal infant attribué,,,,XVII,
1916,Thulden theodor van, ( 1606- probablement 1676). ,portraits d'homme et de femme réunis dans un sujet pastoral attribué imitation du «jacob et rachel à la fontaine» par rubens dans la collection de la baronne v g à carisruhe,,,N,VI tr E,
1917,Uden lucas van, (1595-1672). ,paysage figures par un élève de teniers,,,,XXXIV,
1918,Vandael jan frans, (1764-1840) ,fleurs dans un vase de marbre pêches et raisins,,,,XXVII,
1919,Veen otho ou otto van, (1550-1029). ,otto venius et sa famille,,,,XVII,
1920,Vos cornelis de, (vers 1585-1051). ,portrait d'une dame de qualité attribué,,,,XXXV,
1921,Vos paul de, (vers 1590-1678). ,cheval attaqué par des lions attribué autrefois donné à l'école de rubens,,,O,I,
1922,Vos paul de, (vers 1590-1678). ,combat d'ours et de tigres attribué autrefois donné à l'école de rubens,,,O,I,
1923,Vos paul de, (vers 1590-1678). ,le paradis terrestre attribué,,,S,VI tr E,
1924,Vos paul de, (vers 1590-1678). ,entrée des animaux dans l'arche de noé attribué,,,S,VI tr E,
1925,Vos paul de, (vers 1590-1678). ,chasse au sanglier attribué,,,N,VI tr E,
1926,Vos paul de, (vers 1590-1678). ,la mort du chevreuil,,,O,I,data/images_paintings/1926.jpg
1927,Weyden roger de le pasture dit rogier van der, (139g ou 1400-1464). ,triptyque le christ rédempteur entre la vierge et saint jeanl'evangéliste saint jean baptiste et sainte marie madeleine,,,,Musée Charles X S III,data/images_paintings/1927.jpg
